id,tenure,monthlycharges,totalcharges,churn,internetservice,contract,paymentmethod,tenure_group,monthly_charge_segment,has_internet_service,is_multi_line_user,contract_type_code
912,15,89.0,1288.3,No,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,1,0
913,72,106.1,7848.5,No,Fiber optic,One year,Bank transfer (automatic),Champion,High,1,1,1
914,12,20.05,267.0,No,No,One year,Credit card (automatic),New,Low,0,0,1
915,72,25.2,1798.9,No,No,Two year,Bank transfer (automatic),Champion,Low,0,1,2
916,1,73.55,73.55,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
917,23,75.4,1643.55,No,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,0,0
918,72,65.55,4807.45,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,0,2
919,26,80.7,2193.0,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
920,21,104.55,2239.4,No,Fiber optic,One year,Mailed check,Regular,High,1,0,1
921,60,24.15,1505.9,No,No,One year,Bank transfer (automatic),Loyal,Low,0,1,1
922,12,20.45,255.35,No,No,Month-to-month,Mailed check,New,Low,0,0,0
923,16,75.4,1189.4,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
924,63,79.7,4786.15,No,DSL,One year,Credit card (automatic),Champion,High,1,1,1
925,22,81.7,1820.9,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
926,32,76.3,2404.15,No,DSL,Month-to-month,Bank transfer (automatic),Regular,High,1,0,0
927,3,79.4,205.05,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
928,13,81.15,952.3,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
929,68,103.75,7039.45,No,Fiber optic,Two year,Credit card (automatic),Champion,High,1,1,2
930,30,86.45,2538.05,No,Fiber optic,One year,Electronic check,Regular,High,1,0,1
931,16,75.1,1212.85,No,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,0,0
932,33,80.6,2651.1,No,Fiber optic,Two year,Bank transfer (automatic),Regular,High,1,0,2
933,72,19.3,1304.8,No,No,Two year,Credit card (automatic),Champion,Low,0,0,2
934,4,84.6,360.1,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
935,12,33.6,435.45,No,DSL,One year,Mailed check,New,Medium,1,0,1
936,4,83.25,308.05,No,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
937,0,80.85,1397.475,No,DSL,Two year,Mailed check,New,High,1,0,2
938,6,79.05,434.5,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
939,65,108.05,7118.9,No,Fiber optic,One year,Credit card (automatic),Champion,High,1,1,1
940,15,19.9,320.45,No,No,Month-to-month,Mailed check,Regular,Low,0,0,0
941,24,21.05,531.55,No,No,One year,Bank transfer (automatic),Regular,Low,0,0,1
942,13,30.15,382.2,No,DSL,Month-to-month,Electronic check,Regular,Medium,1,0,0
943,24,79.85,2001.0,No,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,0,0
944,72,65.5,4919.7,No,DSL,Two year,Bank transfer (automatic),Champion,Medium,1,0,2
945,54,104.1,5645.8,No,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
946,3,74.4,215.8,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),New,High,1,1,0
947,4,20.5,77.6,No,No,Month-to-month,Mailed check,New,Low,0,0,0
948,32,91.35,2896.55,No,Fiber optic,Month-to-month,Mailed check,Regular,High,1,1,0
949,35,99.05,3395.8,Yes,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
950,35,20.5,759.35,No,No,Two year,Bank transfer (automatic),Regular,Low,0,0,2
951,2,44.95,85.15,Yes,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
952,8,75.6,535.55,No,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
953,22,55.1,1253.15,No,DSL,Month-to-month,Mailed check,Regular,Medium,1,0,0
954,15,58.95,955.15,No,DSL,Month-to-month,Electronic check,Regular,Medium,1,0,0
955,22,95.1,2162.6,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,1,0
956,1,44.7,44.7,Yes,DSL,Month-to-month,Credit card (automatic),New,Medium,1,0,0
957,71,25.45,1813.35,No,No,Two year,Bank transfer (automatic),Champion,Low,0,1,2
958,4,56.75,245.15,No,DSL,Month-to-month,Electronic check,New,Medium,1,0,0
959,25,81.75,2028.8,No,DSL,Month-to-month,Bank transfer (automatic),Regular,High,1,1,0
960,32,86.1,2723.75,No,Fiber optic,Month-to-month,Electronic check,Regular,High,1,0,0
961,7,29.8,220.45,No,DSL,Month-to-month,Bank transfer (automatic),New,Low,1,0,0
962,17,20.5,365.8,No,No,One year,Mailed check,Regular,Low,0,0,1
963,8,60.9,551.95,No,DSL,Month-to-month,Bank transfer (automatic),New,Medium,1,0,0
964,56,73.25,4054.2,No,DSL,Two year,Bank transfer (automatic),Loyal,High,1,1,2
965,1,45.7,45.7,Yes,DSL,Month-to-month,Mailed check,New,Medium,1,0,0
966,8,100.3,832.35,Yes,Fiber optic,Month-to-month,Credit card (automatic),New,High,1,0,0
967,7,19.25,112.3,Yes,No,Month-to-month,Electronic check,New,Low,0,0,0
968,3,20.85,60.65,No,No,Month-to-month,Mailed check,New,Low,0,0,0
969,71,77.35,5550.1,No,DSL,Two year,Credit card (automatic),Champion,High,1,0,2
970,2,96.0,174.8,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
971,1,90.55,90.55,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,0,0
972,49,93.85,4733.1,No,Fiber optic,Month-to-month,Bank transfer (automatic),Loyal,High,1,1,0
973,58,70.1,4048.95,No,DSL,Two year,Bank transfer (automatic),Loyal,High,1,0,2
974,44,30.35,1359.7,Yes,DSL,Month-to-month,Electronic check,Loyal,Medium,1,0,0
975,59,75.95,4542.35,No,DSL,Two year,Credit card (automatic),Loyal,High,1,0,2
976,71,108.05,7532.15,Yes,Fiber optic,Two year,Electronic check,Champion,High,1,1,2
977,1,69.9,69.9,Yes,Fiber optic,Month-to-month,Electronic check,New,Medium,1,0,0
978,11,75.25,888.65,No,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
979,62,103.75,6383.35,Yes,Fiber optic,One year,Electronic check,Champion,High,1,1,1
980,35,54.95,1916.0,No,DSL,One year,Bank transfer (automatic),Regular,Medium,1,0,1
981,20,19.5,413.0,No,No,Month-to-month,Bank transfer (automatic),Regular,Low,0,0,0
982,40,19.6,808.95,No,No,Two year,Mailed check,Loyal,Low,0,0,2
983,39,47.85,1886.4,No,DSL,One year,Electronic check,Loyal,Medium,1,0,1
984,1,86.6,86.6,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
985,72,23.75,1679.25,No,No,Two year,Bank transfer (automatic),Champion,Low,0,1,2
986,33,80.6,2656.5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Regular,High,1,1,0
987,12,43.8,540.95,No,DSL,Month-to-month,Bank transfer (automatic),New,Medium,1,0,0
988,1,19.75,19.75,No,No,Month-to-month,Bank transfer (automatic),New,Low,0,0,0
989,27,19.15,537.35,No,No,Month-to-month,Mailed check,Regular,Low,0,0,0
990,34,19.6,678.8,No,No,One year,Credit card (automatic),Regular,Low,0,0,1
991,56,80.3,4513.65,No,Fiber optic,Two year,Bank transfer (automatic),Loyal,High,1,0,2
992,58,24.35,1423.85,No,No,Two year,Credit card (automatic),Loyal,Low,0,1,2
993,22,25.25,555.4,No,No,Two year,Credit card (automatic),Regular,Low,0,1,2
994,10,26.1,225.55,No,No,Two year,Credit card (automatic),New,Low,0,1,2
995,13,20.0,268.45,No,No,Two year,Credit card (automatic),Regular,Low,0,0,2
996,35,85.3,2917.5,Yes,Fiber optic,Month-to-month,Credit card (automatic),Regular,High,1,1,0
997,34,70.0,2416.1,Yes,Fiber optic,Month-to-month,Credit card (automatic),Regular,Medium,1,0,0
998,4,94.3,424.45,Yes,Fiber optic,Month-to-month,Electronic check,New,High,1,1,0
999,72,20.7,1492.1,No,No,Two year,Bank transfer (automatic),Champion,Low,0,0,2
1000,2,70.3,132.4,No,DSL,Month-to-month,Electronic check,New,High,1,0,0
